Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Greenleaf Cosmetics Australia,http://www.greenleafcosmetics.com.au,,Cosmetics,51-200 employees,"Derrimut, Victoria",Privately Held,,"20 Calarco Dr, Derrimut, Victoria 3030, AU",-37.799744,144.75427, 
Urban Skincare Co.,http://urbanskincareco.com/,,Cosmetics, ,,,,"4-6 Meeks Road, Marrickville, New South Wales 2204, AU",-33.910763,151.162884, 
esmi Skin Minerals,http://www.esmi.com.au,1300661176,Cosmetics,11-50 employees,"Southport, QLD",Privately Held,,"5/507 Olsen Avenue, Southport, QLD 4215, AU",-27.97238,153.404351, 
MORRIS MOTLEY,http://morrismotley.com,,Cosmetics,2-10 employees,"Collingwood, Victoria",Privately Held,2012,"4-12 Langridge St, Collingwood, Victoria 3066, AU",-37.806286,144.983651,"Premiums Mens Grooming, Hair Products, and perfume"
INSKIN COSMEDICS,http://www.inskincosmedics.com.au,,Cosmetics,51-200 employees,"Sydney Olympic Park, New South Wales",Privately Held,,"10 Hill Rd, 1, Sydney Olympic Park, New South Wales 2127, AU", , , 
Hairjamm,http://hairjamm.com,,Cosmetics,11-50 employees,,Privately Held,,AU, , , 
Pure Indulgence Skin and Beauty,http://www.pureindulgence.com.au,,Cosmetics,51-200 employees,"Loganholme, Queensland",Partnership,1990,"49/17 Carirns Street, Loganholme, Queensland 4129, AU",-27.685012,153.190251, 
Eye of Horus Cosmetics,http://eyeofhoruscosmetics.com,,Cosmetics, ,,,,AU, , , 
Ainhoa Cosmetics Australia,http://ainhoacosmetics.com.au,,Cosmetics,2-10 employees,"Cottesloe, Western Australia",Privately Held,2011,"PO Box 345, Cottesloe, Western Australia 6011, AU",-31.99538,115.760147,"Skin care, Beauty, Professional Salons, and Cosmetics"
Natralus Australia,http://www.natralus.com.au,,Cosmetics,11-50 employees,"MOUNT BARKER, SA",Privately Held,2011,"PO Box 1665, MOUNT BARKER, SA 5251, AU",-35.099351,138.902906,"Natural Paw Paw Ointments - Petrochemical Free, Australia's First Paw Paw Gel + Spray Gel, Non-Alcohol Based Hand Sanitiser, Products are not tested on Animals, Natural & Organic Products, All products Australian made + owned, and 100% Pure Aloe Vera Gel + Spray"
BLAQ,http://blaq.co,,Cosmetics,2-10 employees,"Darlinghurst, New South Wales",Privately Held,,"Farrell Ave, Darlinghurst, New South Wales 2010, AU",-33.878132,151.219439, 
FINEVER,http://www.finever.com,,Cosmetics,51-200 employees,,Public Company,,AU, , , 
Red Earth Australia,http://www.redearth.com,,Cosmetics,11-50 employees,"Prahran, Vic",Privately Held,1991,"Suite 7, 27 Izett Street, Prahran, Vic 3181, AU",-37.848267,144.991936,Cosmetics and Skin care
AROMA BEAUTY THERAPY CLINIC,http://www.aromabeautytherapy.com.au,,Cosmetics,0-1 employees,"Gold Coast, QLD",Privately Held,2002,"Morala Ave, Runaway Bay, Gold Coast, QLD 4216, AU",-27.920067,153.404278,"Aromatherapy Spa Face and Body Treatments, Medi Spa Facials and Cosmetic Peels, Full Make-Overs using Mineral and Organic Makeup, and No nasties range of nail, lip and eye colours"
101 Lifestyle,http://www.101lifestyle.co/,,Cosmetics,2-10 employees,"North Melbourne, Victoria",Privately Held,2017,"64 Sutton St, North Melbourne, Victoria 3051, AU",-37.791877,144.937978, 
Happy Skincare,http://happyskincare.com.au,,Cosmetics,2-10 employees,,Self-Employed,2010,"Newcastle,   AU",-32.9278,151.782607,"100% natural skincare, Organic skincare, Vegan skincare, Not tested on animals, Australian made and owned, and Problem skin - from oily, blemished skin to dry, irritated or very senstiive skin"
TechnoTan Australia,http://www.technotan.com.au,,Cosmetics,11-50 employees,"Perth, Western Australia",Public Company,2001,"Unit 1, 41 Biscayne Way, Jandakot, Perth, Western Australia 6104, AU",-32.104776,115.864697, 
Liquid Australia,http://www.Lqd.co,,Cosmetics,51-200 employees,"South Yarra, Victoria",Privately Held,2009,"Level 1, 54 Davis Avenue, South Yarra, Victoria 3141, AU",-37.839059,144.99087,"Men's Skin Care Products, Anti-Aging, Hydration, Skin Repair, Acne Solutions, and Shaving Solutions"
PLSC Private Label Skin Care,http://www.privatelabelskincare.com.au,,Cosmetics,2-10 employees,"Tweed Coast, NSW",Public Company,2013, ,-33.917299,150.927997,"Private Label Skin Care, Cosmetics, Beauty Industry, Salons, and Skin"
Dollie Hair Extensions,http://www.dolliehairextensions.com.au,,Cosmetics,2-10 employees,"Sydney, NSW",Sole Proprietorship,,"PO Box 60, Blacktown, Sydney, NSW 2148, AU",-33.868633,151.209421,"Hair Extensions, Clip Extensions, Clip In Hair Extensions, Hair Extensions Weft, Cheap Hair Extensions, Micro Hair Extensions, Clip In Human Extensions, and Clip in Hair Extensions"
Natural Approach Deodorant,https://www.naturalapproach.net.au/,,Cosmetics,0-1 employees,"Mildura, Victoria",Self-Employed,2018,"Olive Ave, Mildura, Victoria 3500, AU",-34.199704,142.153732,"Natural Deodorant, Wholesale, Retail, Product Development, and Personal Health"
SOAK Superfood Skincare,http://soakskin.com/,,Cosmetics, ,,,,"4-6 Meeks Road, Marrickville, New South Wales 2204, AU",-33.910763,151.162884, 
Libertine Parfumerie,http://www.libertineparfumerie.com.au,02 8002 4488,Cosmetics,11-50 employees,"Darlinghurst, NSW",Privately Held,2008, ,-27.465473,153.013131, 
Cherry Blooms Group Pty Ltd,https://www.cherryblooms.com.au,,Cosmetics,11-50 employees,"Helensvale, QLD",Public Company,2008,"2/7 Millennium Circuit, Helensvale, QLD 4212, AU",-27.929949,153.333614, 
HANDSOME - Men's Skincare,http://ha.ndso.me,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,2014,"Level 3, 360 Little Collins Street, Melbourne, VIC 3000, AU",-37.815381,144.962681,Skincare and Men's Health
Vanessa Megan,http://www.vanessamegan.com,,Cosmetics,2-10 employees,"Marrickville, NSW",Privately Held,,"2, Shepherd Street, Marrickville, NSW 2204, AU",-33.90308,151.163931, 
ST. ROSE Artisan Fragrances,https://www.st-rose.com,,Cosmetics,2-10 employees,"Brisbane, Queensland",Partnership,2018, ,-33.726071,151.286408,"Clean Beauty, Clean Perfume, Cruelty Free Beauty, Vegan Beauty, Non toxic Beauty, Non toxic Perfume, Vegan Perfume, Natural Fragrance, and Sustainable Beauty"
LI'TYA,http://www.litya.com,,Cosmetics,11-50 employees,Spa care from the Australian Dreamtime,Public Company,1998,"Melbourne,   AU",-37.825071,144.978682, 
La Biosthetique Australia & New Zealand,http://labiosthetique.com,,Cosmetics,11-50 employees,"Sydney, NSW",Privately Held,,"4/5-15 Epsom Rd, Rosebery, Sydney, NSW 2018, AU",-33.910744,151.203383, 
Helices Skincare,http://www.helicesskincare.com,457169230,Cosmetics,2-10 employees,"Brisbane, QLD",Privately Held,, ,-37.775874,145.01844,"Skin care, Beauty, Made in Italy, luxury, antiaging, 100%natural, and parabenfree"
Lovely Skin,http://www.lovelyskin.com.au,423237966,Cosmetics,2-10 employees,"Melbourne, Victoria",Partnership,2015,"Melbourne, Victoria 3196, AU",-37.825071,144.978682,"Perfumes, Fragrances, Body Gels, Body Creams, Body Mist, and Bath Foams"
tbh Skincare,http://tbhskincare.com,,Cosmetics,2-10 employees,,Privately Held,2019,"Sydney,   AU",-33.868633,151.209421, 
Gaylia Kristensen Australia,https://www.gayliakristensen.com.au,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2010,"390 St Kilda Rd, Melbourne, Victoria 3004, AU",-37.834263,144.973553, 
Cactus Flower Skincare,http://www.cactusskincare.com,,Cosmetics,2-10 employees,"Sydney, New South Wales",Sole Proprietorship,1993,"Sydney, New South Wales 2106, AU",-33.868633,151.209421,"Dry skin, Sensitive skin, Oily Skin, Skincare, Normal Skin, Combination Skin, Natural Products, Beauty, Organic Skincare, Facial Creme, Cleanser, Moisturiser, Exfoliant, Facial Oil, Clay Mask, White Clay Mask, Eye Creme, Skin Regimen, Skin Troubleshooting, Redness, Discolouration, Age Spots, and Anti Aging"
TK's Cosmetics,http://www.tkscosmetics.com.au,1300 104 435,Cosmetics,2-10 employees,"Lilydale, Victoria",Privately Held,2011,"122 Bastow Rd, Lilydale, Victoria 3140, AU",-37.76177,145.367766,"cosmetics, beauty, and lashes"
Primera Private Label Skincare and Cosmetics,http://www.primera.net.au,,Cosmetics,2-10 employees,"Brisbane, Queensland",Privately Held,2013,"58 Klingner Road, Scarborough, Brisbane, Queensland 4020, AU",-27.202849,153.109752,"Private Label Skincare and Cosmetics, Labelling, Natural Cosmetics, and Medical Grade Skincare and Training"
Goldfield & Banks Australia,https://goldfieldandbanks.com,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2016,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
METIS Skin,http://www.metisskin.com/,,Cosmetics, ,,,,"4-6 Meeks Road, Marrickville, New South Wales 2204, AU",-33.910763,151.162884, 
Ungex Pty Ltd,https://www.ungex.com/,+61 3 9939 7575,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2014,"Suite 1510/530 Little Collins St, Melbourne, Victoria 30000, AU",-37.825071,144.978682,Demodex Mite Solutions
BIODROGA Australia,http://www.biodroga.com.au,,Cosmetics,2-10 employees,"Sydney, New South Wales",Public Company,,"Shop 3a/71-77, Oxford Street, Sydney, New South Wales 2022, AU",-33.868633,151.209421,"Biodroga Distribution, Beauty Therapy Training, Product Training, and Product Education"
Makeup Cartel,http://www.makeupcartel.com.au,1300661176,Cosmetics,11-50 employees,,Privately Held,2013,"Gold Coast,   AU",-28.017366,153.42725, 
Leyton House Professional,http://leytonhouseprofessional.com/,+61 408 788 869,Cosmetics,11-50 employees,"Brisbane, QLD",Privately Held,2007,"Brisbane, QLD 4102, AU",-27.469309,153.026164,"Professional Only Brand, Revolutionary Colouring System, Hair Colour, salon support, Professional Hair Color, and Customer Service"
We Are Feel Good Inc.,https://www.wearefeelgoodinc.com.au/,+61 488 422 844,Cosmetics,2-10 employees,"Dunsborough, WA",Partnership,2016,"Dunsborough, WA 6281, AU",-33.619981,115.088786, 
Greencare Developments Pty Ltd,http://greencaredev.com.au,,Cosmetics, ,"Dandenong, Victoria",,, ,-30.516548,151.650513, 
Beauty Mechanics,http://beautymechanics.com.au/,,Cosmetics,2-10 employees,"Southport, Queensland",Sole Proprietorship,2004, ,-36.732982,147.172565,Powerful Skin Care Technology Systems and Beauty Consulting
Gelicious Cosmetics,http://gelicious.com,,Cosmetics,11-50 employees,"Wahroonga, NSW",Privately Held,2011, ,-37.800587,144.899731, 
Brow Code,http://www.browcode.com,,Cosmetics,11-50 employees,,Partnership,,"Gold Coast,   AU",-28.017366,153.42725, 
STYLE STORY,http://www.stylestory.com.au,,Cosmetics,2-10 employees,"Tarragindi, Queensland",Privately Held,2014, ,-34.839654,138.489394, 
SK-II AUSTRALIA,http://sk-ii.com.au,,Cosmetics, ,,,, ,-32.66667,151.6, 
Makeup 4 Brides,http://www.makeup4brides.com.au,,Cosmetics,11-50 employees,"Maroochydore BC, Queensland",Public Company,1999,"P.O. Box 5909, Maroochydore BC, Queensland 4558, AU",-23.992438,134.050443,"Bridal makeup, wedding makeup, bridal hair styling, and wedding hair styling"
Bridget Black,http://www.bridgetblack.com.au,,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2007, ,-28.18378,134.39442,"Skin Care, Body Care, skincare, Bodycare, Organic Skin care, Baby Skin Care, Health & Beauty, Candles, Gifts, Gift Boxes, baby organic skin care, baby organic cotton clothing, cleansers, exfoliators, moisturisers, and anti ageing"
INGLOT Australia,https://inglotcosmetics.com.au/,,Cosmetics,51-200 employees,"Penrith, SA",Privately Held,,"50 Cassola Place, Penrith, SA 2750, AU",-29.467956,135.915347, 
Cinch Skin,https://cinchskin.com,,Cosmetics,2-10 employees,"Melbourne, VIC",Sole Proprietorship,,"Melbourne, VIC  AU",-37.825071,144.978682,"Beauty, Skincare, Australian Made, and Australian Owned"
COCOON LUXURY AUSTRALIA™️,http://www.cocoonluxuryaustralia.com.au,,Cosmetics,2-10 employees,"Perth , WA",Sole Proprietorship,2018,"Perth , WA 6000, AU",-31.956035,115.847023,"Cosmetics, Luxury, Personal Care, Beauty, Skin Care, Organic Skin Care, Cruelty Free, Natural Skincare, Spa, Retail, Skin Care Treatment, Mask for Face, Mask for Body, Vegan Friendly, Eco Friendly, Body Polish, Organic, Body Treatment, Body Balm, Anti-Aging, Vitamin Rich, Uniquely Australian, Self Care, Skin Preserving, Natural, Organic Beauty, Luxury Body Care, and Australian Made"
Carbon Coco,http://www.carboncoco.com,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,2016,"Melbourne, Victoria  AU",-37.825071,144.978682, 
Makeup Weapons,http://www.makeupweapons.com.au,,Cosmetics,2-10 employees,"Brisbane, Qld",Privately Held,2015,"1/15 Anthony St West End , Brisbane, Qld 4101, AU",-27.476875,153.006934,"makeup brushes, Brush Bomb Soap, Bio Glitter, Cruelty Free, and Vegan"
Australian Society of Cosmetic Chemists,http://ascc.com.au,,Cosmetics, ,,,, , , , 
BEACHFOX,http://www.beachfox.com.au,,Cosmetics,2-10 employees,"Brookvale, New South Wales",Privately Held,2018,"4/8 Orchard Rd, Brookvale, New South Wales 2100, AU",-33.765764,151.271582, 
Bio-Cosmetics Lab Pty Ltd,http://www.bio-cosmeticslab.com.au,02 4647 5674,Cosmetics,11-50 employees,"Smeaton Grange, New South Wales",Privately Held,2014,"Bluett Dr, Smeaton Grange, New South Wales 2567, AU",-34.036701,150.757902,"skincare, Manufacturing, Formulations, Warehousing, Hair Care, Large Productions, Small Productions, ISO 22716 Accredited, and GMP"
Victorian Dermal Group,http://www.victoriandermalgroup.com.au,98539264,Cosmetics,2-10 employees,"Kew, Victoria",Public Company,2012,"Level 2, Suite 205, 1 Princess Street, Kew, Victoria 3101, AU",-37.807059,145.028588,"Clinical Skin Peels, Skin Tightening, Acne Treatment, Laser Hair Removal, skin rejuvenation, AntiAgeing, Depigmentation, and Vascular Treatment"
The Mango Project,https://www.themangoproject.com.au/,407418125,Cosmetics,2-10 employees,"Perth, Western Australia",Partnership,2019,"Perth, Western Australia  AU",-31.960773,115.834088, 
Private Label Dynamics,https://www.privatelabeldynamics.com,(+61) 1300 791 455,Cosmetics,11-50 employees,"Coolum Beach, QLD",Privately Held,2012,"Unit 8, 30 Corbould Road., Coolum Beach, QLD  4573, AU",-26.527436,153.08251,"Organic hair products, Organic skin care products, Professional , Wholesale , Sulphate free, Silicone free, Vegan cosmetic, Made in Australia, Naturally derived, Natural ingredients, Be the brand, Hair salon supplier, Beauty salon supplier, and Animal cruelty free"
POMPOZZA CSF,http://www.pompozza.com,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,2018,"Melbourne, Victoria 3000, AU",-37.813046,144.962398, 
Professional Makeup Supplies Shop,http://www.professionalmakeupsupplies.com.au,,Cosmetics,0-1 employees,,Self-Employed,,"4226, AU",-28.059551,153.387999, 
LashJoy,https://www.lashjoy.com,0450 795 191,Cosmetics,2-10 employees,"Fortitude Valley, Queensland",Privately Held,2015, , , , 
The Hair Shop,http://thehairshop.com.au,,Cosmetics, ,"Port Douglas, Queensland",,, ,-16.481282,145.462204, 
Aspect Dr,http://www.aspectdr.com.au/,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
Luna Bronze,https://lunabronze.com.au/,,Cosmetics,2-10 employees,"Warriewood, New South Wales",Privately Held,2015,"Jubilee Ave, Warriewood, New South Wales 2102, AU",-33.688696,151.294127,"BEAUTY, SKINCARE, TANNING, SUNLESS TANNING, SELF TAN, and COSMETICS"
MOMMA - Ministry of Mineral Makeup Australia,https://momma.com.au,,Cosmetics,11-50 employees,"Sydney, NSW",Privately Held,2014,"Sydney, NSW 2028, AU",-33.901541,151.198098,"Chemical Free, Cruelty Free, Made in Australia, Mineral Makeup, Accredited by Choose Cruelty Free, and 100% Vegan"
MV Organic Skincare,http://mvskincare.com.au,,Cosmetics, ,,,1999,AU, , ,"Organic Skincare, Skincare, Sensitive Skin Experts, Rosacea, Eczema, Psoriasis, Aftercare Advice: Laser, peels, surgery, Acne, Hormonal Skin Conditions, Cruelty Free, and Post cancer skin sensitivities"
byGleam,http://www.bygleam.com,,Cosmetics,11-50 employees,"New York, NY",Partnership,2019, , , ,"contract manufacturing, beauty, development, and branding"
Aqua de Vida Skincare,https://www.aquadevida.com.au/,02 9051 0555,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW 2222, AU",-33.901541,151.198098, 
My Skincare Manufacturer,https://myskincaremanufacturer.com.au,,Cosmetics,2-10 employees,"Rutherford, New South Wales",Sole Proprietorship,2017,"33 Shipley Drive, 7-8, Rutherford, New South Wales 2320, AU",-32.712557,151.509698,"Contract Manufacturing, Natural Skin Care, Graphic Design, Label Printing, and Direct Printing"
Slick Hair Company,http://slickhaircompany.com,,Cosmetics,2-10 employees,"PORT MELBOURNE, VIC",Privately Held,2019,"PORT MELBOURNE, VIC 3207, AU",-37.83317,144.922248, 
Bkind Organic Beauty Bar,http://www.bkind.com.au,,Cosmetics,2-10 employees,,Privately Held,,"6008, AU",-31.95301,115.813916, 
Eloura Australia,http://www.elouraaustralia.com,61291607765,Cosmetics,2-10 employees,"Sydney, New South Wales",Privately Held,2018,"Sydney, New South Wales 2000, AU",-33.868125,151.207973,"cosmetics, retail, australian, hotel amenities, shampoo, conditioner, body wash, body lotion, soaps, luxury, design, natural, eco friendly, and biodegaradble"
Salon Supplies Australia,http://www.salonsuppliesaust.com,,Cosmetics,2-10 employees,"MALAGA, WA",Privately Held,1999,"1, 5 Townsend St, MALAGA, WA 6090, AU", , ,"Education, Retail Sales, Merchandising, Staff Incentives, Branding, Distribution, and Colour Education"
Ella Bache,http://simplyskinandbody.ellabache.com.au,,Cosmetics, ,,,, ,-30.514165,151.665174, 
Envisage Clinic,http://www.envisageclinic.com.au,,Cosmetics,11-50 employees,"Benowa, Qld",Privately Held,1995,"154 Ashmore Road, Benowa, Qld 4217, AU",-28.009379,153.396584,"Anti-wrinkle Injections, Dermal Fillers, Skin Rejuvenation, and Skin Peeling"
Elly Lukas,http://ellylukas.edu.au,,Cosmetics, ,"Melbourne, Victoria",,, ,-30.511479,151.663824, 
Samba Lashes P/L Trading as The Lash Lounge,http://www.thelashloungesydney.com.au,,Cosmetics,2-10 employees,"Rozelle, NSW",Self-Employed,2009,"Shop 2, 595 Darling Street, Rozelle, NSW 2039, AU",-33.8604,151.171536,Master Lash and Brow Artists
The Divine Company,http://www.thedivinecompany.com,,Cosmetics,11-50 employees,"Tweed Heads South, NSW",Partnership,2013,"3/29 Industry Drive, Tweed Heads South, NSW 2487, AU",-28.200005,153.535535, 
ALL KIND OF BEAUTY,http://www.davincimakeup.com,,Cosmetics,2-10 employees,,Privately Held,2005,"2170, AU",-33.933314,150.918733,Making Beauty Counts specializes in the importation and distribution of Branded Perfume and Mineral Cosmetics
Core Metrics Pty Ltd,http://www.core-metrics.com.au,+61 3 9484 4485,Cosmetics,11-50 employees,"Reservoir, Victoria",Privately Held,1997,"29-31, Lakeside Avenue, Reservoir, Victoria 3073, AU",-37.709589,144.987915, 
Face Mediskin,http://www.facemediskin.com.au,1800 693 223,Cosmetics,11-50 employees,"Bella Vista, New South Wales",Privately Held,2018,"33 Lexington Dr, G07, Bella Vista, New South Wales 2153, AU",-33.744185,150.955769,"Retail, Cosmetics, Cosmetic Injectables, LED Light Therapy, Anti-Wrinkle, Anti-Ageing, Beauty, Cosmetic Peels, Hydration, Filler, Face, Lips, Health, Wellness, skincare, makeup, innerhealth, and dermal therapists"
Venus Cosmetics,http://www.venuscosmetics.com.au,,Cosmetics, ,"Melbourne, VIC",Sole Proprietorship,2017,"Venus Cosmetics, Melbourne, VIC 3000, AU",-37.800587,144.899731,"Colour Cosmetics, Beauty, and Makeup"
Neferti,http://www.neferti.org,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
b Clinic Medical Cosmetic Injectable Bar,http://www.bclinic.com,,Cosmetics,11-50 employees,"Fortitude Valley, Qld",Privately Held,2010,"1st Floor  Star Dental Building, 25/29 James Street, Fortitude Valley, Qld 4106, AU",-27.55732,153.003052,"Cosmetic Medical Injectables, Anti- Wrinkle injections & Muscle Relaxant, and Dermal fillers"
The Mombati Company,https://www.mombati.com.au,61280741877,Cosmetics,11-50 employees,"North Strathfield, New South Wales",Privately Held,,"5 George St, Level 1, North Strathfield, New South Wales 2137, AU",-33.863226,151.088505,"Perfumery, Bespoke Fragrance Design, Cosmetics Fragrances, Candle Fragrances, Natural Fragrance Blends, Pure Oudh, Oudh Fragrance Blends, Body Fragrances, Soap Fragrances, Personal Care, and Household Care"
ELLUS & KRUE,https://ellusandkrue.com.au/,61731846340,Cosmetics,2-10 employees,"Arundel, Queensland, Australia",Privately Held,2020,"1/8 Technology Dr, Arundel, Queensland, Australia 4214, AU",-27.931265,153.371664, 
WA Hair & Beauty,http://www.wahb.com.au,,Cosmetics,51-200 employees,"Malaga, Western Australia",Privately Held,1947,"11 Finance Place, Malaga, Western Australia 6090, AU",-31.852601,115.895535,"Hair Supplies, Beauty Supplies, and Training/Courses"
Bio Care Australia,https://www.biocareaustralia.com.au/,,Cosmetics,2-10 employees,"West Melbourne, West Melbourne",Privately Held,2016,"201-205 Kensington Road, West Melbourne, West Melbourne 3003, AU",-37.800717,144.916696,"madeinAustralia, natureproducts, Beautyproducts, Manufacturer, organic, and Hairproducts"
Labels Republic,http://www.labelsrepublic.nl,06-50450875,Cosmetics,2-10 employees,,Sole Proprietorship,2011, ,-38.000652,145.101744,Distritbutie van Beautyproducten Benelux and Importeur van Beautyproducten
Sparkling White Smile,https://www.sparklingwhitesmile.com.au/,+61 406 049 726,Cosmetics,51-200 employees,"SYDNEY, NSW",Privately Held,2014, ,-34.477535,119.366208, 
cawarra cosmetics pty ltd,http://cawarra.com.au,,Cosmetics, ,,,, , , , 
Emilly Hadrill Hair & Extensions,http://ehhairextensions.com.au,,Cosmetics, ,,,,"4/208 Liverpool St, Hobart, Tasmania 7000, AU",-42.884506,147.323888, 
Pressplay Cosmetics,http://www.pressplaycosmetics.com,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2016,"N/A, Melbourne, Victoria 3076, AU",-37.628525,145.039774,"Cosmetics, Skincare, Makeup, Innovation, Cruelty Free Products, and Environmentally Conscious"
Paul Mitchell® Australia,https://www.365salongroup.com/,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,,"610 Lorimer St, Melbourne, Victoria  AU", , , 
Map of the Heart,http://mapoftheheart.com,,Cosmetics,2-10 employees,"Darlinghurst, NSW",Privately Held,2014,"222 Liverpool St, Darlinghurst, NSW 2010, AU",-33.877254,151.215996,Perfume
Black Leopard & Associates,http://www.blackleopardskincare.com,,Cosmetics,2-10 employees,"Malvern, Victoria",Privately Held,2012,"26 Grace Street, Malvern, Victoria 3144, AU",-37.859716,145.035661, 
Brisbane Lashes,https://www.brisbanelashes.com,0421-456-858,Cosmetics,2-10 employees,"Fortitude Valley, Queensland",Privately Held,2007,"65 James Street, 5, Fortitude Valley, Queensland 4006, AU",-27.458535,153.035375,"Eyelash Extensions, Training Programs, Beauty Products, and Cosmetics"
Applebox Cosmetics (Thalosophy Pty Ltd),http://appleboxcosmetics.com.au,,Cosmetics,2-10 employees,"Woollahra, NSW",Privately Held,2011,"Milton Avenue, Woollahra, NSW 2025, AU",-33.885453,151.241453,Skin Care using natural marine botanicals
Salon Support: Haircare Importer & Distributor,http://www.salonsupport.com.au,,Cosmetics,11-50 employees,"Tullamarine, Victoria",Partnership,1994,"17 Ovata Dr, Tullamarine, Victoria 3043, AU",-37.709701,144.865587,"PRAVANA Distributor , Brazilian Bond Builder , Senscience, Formulated by Shiseido , Bain de Terre , Coverline, Quantum, Acclaim , Pure Blends, and ISO"
Eden laser clinics,http://edenlaserclinics.com.au,,Cosmetics, ,,,, , , , 
OZDARE BUSINESS SERVICES PTY. LTD.,http://www.ozdare.com/,,Cosmetics, ,"SUNSHINE WEST, VIC",,, , , , 
Regrow Hair Clinics,http://www.regrowhairclinics.com.au,,Cosmetics,2-10 employees,"Maroochydore, QLD",Privately Held,2016,"Maroochydore, QLD 4553, AU",-26.654471,153.080626, 
Dreamiskin,http://www.dreamiskin.com,,Cosmetics,2-10 employees,,Partnership,2020,"Melbourne ,   AU",-37.825071,144.978682, 
Jay Haircare Imports Australaisa, ,,Cosmetics,2-10 employees,"Morrabbin, Victoria",Privately Held,2007,"P.O.Box 2257, P.O.Box  2257, Morrabbin, Victoria 3189, AU",-37.014348,143.480452, 
Dermaenergy Pty Ltd ,https://dermaenergy.com.au/,1300799709,Cosmetics,2-10 employees,,Public Company,2017,"Sydney,   AU",-33.868633,151.209421,"Medical skincare, Cleansers, Serums, Sun protection, Moisturisers, Beauty, Acne, Skin sensitivity, Reverse aging, Prevent ageing, Dry skin, Dehydration, Pigmentation, and Oily skin"
beauty's got soul.,https://www.beautysgotsoul.com,1300 911 565,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,2019,"Melbourne, VIC 3000, AU",-37.813046,144.962398,"candles, bath and body products, occassional gifting, birthday gifts, housewarming gifts, settlement gifts, mother's day gifts, christmas gifts, corporate gifts, bff gifts, sorry gifts, thank-you gifts, champagne and chocolate gifts, hostess gifts, teacher gifts, speaker gifts, conference gifts, new baby gifts, gifts, packaging, and design"
Breeze Balm,http://www.breezebalm.com,,Cosmetics,2-10 employees,"Bundall, Queensland",Privately Held,2016,"Karp Ct, Bundall, Queensland 4217, AU",-28.005223,153.411456,"Make Up, Beauty, and Cosemetics"
CPCA Cosmetic Physicians College of Australasia,http://www.cpca.net.au/,,Cosmetics,0-1 employees,"Joondalup, WA",Nonprofit,1997,"Suite 1, Unit 4, 48 Winton Road, Joondalup, WA 6027, AU",-31.74621,115.76066,cosmetic medicine and aesthetic medicine
Beauty Expo Australia,https://www.beautyexpoaustralia.com.au/en/,,Cosmetics,2-10 employees,"Chatswood, New South Wales",Public Company,2004,"475 Victoria Ave, Chatswood, New South Wales 2067, AU",-33.797048,151.179188, 
Sundipped Tan ,https://sundippedtan.com.au/,431291529,Cosmetics,0-1 employees,"PERTH, WA",Sole Proprietorship,2019,"PERTH, WA 6065, AU",-31.960773,115.834088, 
The Cosmetic Department,http://thecosmeticdepartment.com.au,,Cosmetics,2-10 employees,"Bondi Junction, NSW",Privately Held,2006,"79-85 Oxford Street, Bondi Junction, NSW 2022, AU",-33.891753,151.245883,"Wholesale Cosmetics, Cosmetic Bins, Skincare displays, and Discounted Cosmetics"
Ottoman3 Pty Ltd,http://www.ottoman3.com,,Cosmetics,11-50 employees,"Maribyrnong, VIC",Privately Held,,"Level 2, Myer Highpoint Rosamond Road, Maribyrnong, VIC 3032, AU",-37.769718,144.888013, 
Beautyworks Cosmetica,http://www.bwcosmetica.com,,Cosmetics,11-50 employees,"Sydney, Australia",Privately Held,2015,"Shop G4 614 George Street, Sydney, Australia 2000, AU",-33.875759,151.206776,"K-beauty, cosmetics, skincare, retailer, wholesale, Makeup, Beauty , Korean Cosmetics, and Makeup Artists"
Cosmedix Australia,http://bit.ly/2C1mNHe,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
Boring Without You, ,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,2020,"Melbourne, VIC 3121, AU",-37.825071,144.978682, 
